address_id,user_id,address,latitude,longitude,per_capita_income,city,state
32,1874,7505 Tenth Boulevard,25.77,-80.2,$18828,Miami,Florida
33,1310,4930 Birch Drive,33.92,-78.02,$17498,Southport,North Carolina
34,1689,93 Plum Lane,41.29,-72.36,$30281,Old Saybrook,Connecticut
35,379,837 Lincoln Avenue,30.68,-88.04,$21331,Mobile,Alabama
36,34,7467 Spruce Drive,38.48,-121.34,$25431,,California
37,822,6323 Sussex Boulevard,32.61,-117.03,$16942,Chula Vista,California
38,1499,8738 Fourth Street,41.97,-88.14,$20248,Hanover Park,Illinois
39,1780,9344 Mill Drive,36.62,-121.82,$18663,Seaside,California
40,1806,299 11th Street,42.31,-71.64,$39418,Northborough,Massachusetts
41,811,5492 Maple Drive,38.9,-94.68,$51642,Overland Park,Kansas
42,1844,829 Birch Boulevard,27.8,-97.39,$23608,Corpus Christi,Texas
43,1852,41011 Seventh Boulevard,33.27,-111.94,$32056,,Arizona
44,1231,613 Little Creek Lane,26.41,-81.42,$10819,,Florida
45,970,1942 Rose Avenue,29.1,-81.0,$21916,,Florida
46,381,5101 Birch Lane,38.72,-90.47,$25163,Maryland Heights,Missouri
47,1134,7 11th Drive,29.45,-98.5,$12677,San Antonio,Texas
48,1296,2468 Spruce Drive,28.7,-81.34,$22896,,Florida
49,1880,8001 Essex Boulevard,43.06,-87.96,$15487,Milwaukee,Wisconsin
50,322,708 George Street,31.22,-84.21,$13759,Camilla,Georgia
51,461,28 Hillside Boulevard,42.3,-83.48,$32078,Canton Township,Michigan
52,1165,446 Birch Drive,36.37,-84.12,$13522,La Follette,Tennessee
53,1448,578 Maple Avenue,35.05,-82.09,$18899,Inman,South Carolina
54,1288,14 Valley Drive,38.47,-81.81,$18666,,West Virginia
55,1178,2475 Little Creek Boulevard,30.56,-97.86,$25872,Leander,Texas
56,1391,9604 Catherine Drive,40.72,-73.86,$25109,City of New York,New York
57,838,349 First Drive,33.78,-84.44,$24382,Atlanta,Georgia
58,54,7914 Essex Boulevard,41.66,-83.58,$21660,Toledo,Ohio
59,1452,524 Ocean Drive,29.76,-95.38,$95039,Houston,Texas
60,1602,2079 Maple Drive,40.38,-77.88,$14650,Mount Union,Pennsylvania
61,1938,295 Valley Drive,29.45,-98.5,$28135,San Antonio,Texas
62,1492,2883 Ocean View Boulevard,47.32,-121.99,$32697,,Washington
63,688,5125 Elm Drive,41.31,-111.96,$23165,North Ogden,Utah
64,749,4098 Park Drive,32.75,-97.33,$12051,Fort Worth,Texas
65,643,892 Spruce Street,40.69,-73.75,$21283,City of New York,New York
66,1219,9977 Oak Avenue,38.68,-76.17,$28497,Oxford,Maryland
67,1198,79 South Boulevard,29.5,-97.44,$15092,Gonzales,Texas
68,898,145 River Drive,40.59,-75.47,$12427,Allentown,Pennsylvania
69,882,7605 Essex Boulevard,40.39,-82.47,$18019,Mount Vernon,Ohio
70,348,480 Seventh Lane,40.22,-74.76,$22747,Trenton,New Jersey
71,633,5506 Fifth Boulevard,33.88,-118.27,$24611,Carson,California
72,1493,136 Spruce Street,38.22,-122.55,$26748,,California
73,1161,306 First Drive,28.68,-81.51,$24155,,Florida
74,217,272 Burns Boulevard,41.77,-87.82,$15221,Bedford Park,Illinois
75,1877,190 Sixth Drive,32.92,-96.45,$34659,Rockwall,Texas
76,668,8569 Wessex Boulevard,33.52,-86.79,$13263,Birmingham,Alabama
77,533,385 Lexington Boulevard,32.71,-102.65,$15183,Seminole,Texas
78,203,407 Park Lane,32.9,-80.93,$14864,,South Carolina
79,1738,5142 Little Creek Street,35.67,-97.41,$33736,Edmond,Oklahoma
80,713,224 Mountain View Boulevard,48.19,-114.38,$17040,,Montana
81,1631,4735 Fifth Avenue,30.44,-91.12,$31741,Baton Rouge,Louisiana
82,1487,4793 North Street,40.69,-80.01,$39464,Adams Township,Pennsylvania
83,1265,72 El Camino Boulevard,40.43,-79.97,$24400,Pittsburgh,Pennsylvania
84,370,381 Fifth Lane,34.07,-117.62,$16113,Ontario,California
85,1014,393 Mountain View Lane,33.6,-117.82,$96516,Newport Beach,California
86,290,293 Wessex Street,42.4,-83.6,$49458,Salem Township,Michigan
87,985,7276 Fourth Drive,42.8,-83.71,$25334,Fenton,Michigan
88,135,327 Lafayette Boulevard,39.72,-82.59,$18680,Lancaster,Ohio
89,307,2846 Lake Avenue,30.23,-92.81,$18082,Welsh,Louisiana
90,1783,2093 Ocean Street,37.78,-122.24,$18443,Oakland,California
91,1321,981 Fifth Boulevard,40.26,-103.79,$16910,Fort Morgan,Colorado
92,1511,18 Norfolk Boulevard,43.07,-89.38,$23680,Madison,Wisconsin
93,900,977 Littlewood Avenue,30.17,-85.67,$16133,Panama City,Florida
94,953,993 Mountain View Avenue,33.78,-117.33,$14667,,California
95,233,896 Rose Street,44.96,-93.26,$23278,Minneapolis,Minnesota
96,406,2418 Mill Drive,37.3,-122.0,$41750,San Jose,California
97,1069,3683 Fifth Street,35.3,-81.03,$22487,,North Carolina
98,180,0 Elm Street,33.53,-112.18,$13024,Glendale,Arizona
99,996,2302 Catherine Lane,26.02,-80.16,$19712,,Florida
100,1866,213 Rose Drive,32.85,-96.96,$30475,Irving,Texas
101,1981,8975 Littlewood Boulevard,26.63,-81.99,$19274,Cape Coral,Florida
102,870,1389 Park Lane,38.64,-76.9,$35114,Waldorf,Maryland
103,16,2890 Eighth Lane,41.88,-87.84,$15451,Maywood,Illinois
104,46,20 Littlewood Boulevard,40.66,-73.84,$26481,City of New York,New York
105,800,6413 Second Street,30.44,-87.18,$12766,Pensacola,Florida
106,1968,611 Elm Lane,40.94,-73.86,$31299,City of Yonkers,New York
107,697,889 Martin Luther King Avenue,35.72,-78.84,$32485,Apex,North Carolina
108,1269,336 Rose Avenue,41.83,-87.68,$25365,Chicago,Illinois
109,1782,4254 Plum Lane,33.74,-117.99,$19438,,California
110,1977,825 Sussex Avenue,41.5,-87.5,$28048,Dyer,Indiana
111,1734,185 Forest Drive,33.95,-84.54,$40530,Marietta,Georgia
112,1913,561 Martin Luther King Avenue,42.47,-83.49,$34259,Novi,Michigan
113,858,335 Valley Stream Boulevard,29.5,-97.44,$15092,Gonzales,Texas
114,606,1773 Hill Street,39.4,-88.8,$16300,Shelbyville,Illinois
115,1564,55 Ocean View Street,35.2,-101.81,$18613,Amarillo,Texas
116,1109,8245 El Camino Lane,37.68,-97.34,$21518,Wichita,Kansas
117,1301,9530 Washington Street,38.1,-122.63,$30335,,California
118,1399,221 Lexington Avenue,32.08,-81.1,$19770,Savannah,Georgia
119,1775,2484 Norfolk Drive,38.91,-75.43,$18622,Milford,Delaware
120,1673,133 Grant Lane,43.46,-85.95,$17145,Fremont,Michigan
121,1957,1977 Lake Avenue,34.15,-118.6,$47055,Los Angeles,California
122,1033,352 George Street,43.07,-82.49,$16598,Fort Gratiot Charter Township,Michigan
123,1024,554 Grant Boulevard,37.69,-97.13,$32162,Andover,Kansas
124,1441,631 Ocean View Street,43.07,-89.38,$23840,Madison,Wisconsin
125,1103,31 Jefferson Boulevard,47.09,-116.46,$12618,,Idaho
126,431,973 Federal Avenue,30.62,-87.89,$25495,Daphne,Alabama
127,165,95266 Bayview Drive,37.83,-122.22,$52813,Oakland,California
128,353,932 Essex Street,33.83,-117.2,$16109,Perris,California
129,1758,126 Valley Drive,32.32,-90.2,$11061,Jackson,Mississippi
130,1266,239 South Drive,39.51,-76.17,$22590,Aberdeen,Maryland
131,1943,1134 Valley Drive,41.71,-72.83,$46762,Farmington,Connecticut
132,792,5863 Grant Avenue,38.71,-95.08,$22158,Wellsville,Kansas
133,1055,3472 11th Avenue,28.5,-81.37,$15137,,Florida
134,1159,5590 Bayview Avenue,43.05,-82.67,$20377,Kenockee Township,Michigan
135,1115,94 Jefferson Drive,32.32,-95.3,$14811,Tyler,Texas
136,38,582 Birch Boulevard,26.63,-81.85,$19621,Fort Myers,Florida
137,1027,809 Mountain View Boulevard,38.88,-94.81,$30232,Olathe,Kansas
138,11,6339 Fourth Street,39.45,-76.81,$33175,,Maryland
139,871,81 Hill Avenue,42.38,-83.1,$13820,Detroit,Michigan
140,746,28136 Wessex Street,40.64,-73.94,$14856,City of New York,New York
141,1520,8787 Rose Avenue,37.72,-122.44,$22549,San Francisco,California
142,1372,96 Ninth Lane,34.95,-96.75,$15005,Konawa,Oklahoma
143,1799,3249 12th Drive,47.75,-122.04,$51751,,Washington
144,1905,9340 Valley Street,27.48,-82.57,$13972,Bradenton,Florida
145,130,6429 Fifth Avenue,35.19,-80.83,$39752,Charlotte,North Carolina
146,1990,849 George Avenue,38.77,-76.06,$23180,Easton,Maryland
147,593,804 Seventh Boulevard,40.52,-122.32,$16585,,California
148,540,76009 Valley Stream Boulevard,42.37,-87.86,$15770,Waukegan,Illinois
149,1155,387 Third Boulevard,31.5,-111.06,$15462,,Arizona
150,663,6398 Lake Lane,35.92,-86.84,$36563,Franklin,Tennessee
151,1987,786 12th Drive,42.13,-87.92,$23098,Wheeling,Illinois
152,1484,290 Forest Street,32.28,-110.73,$30818,,Arizona
153,417,320 Hillside Lane,35.1,-90.0,$10730,Memphis,Tennessee
154,298,437 Ocean View Drive,40.79,-77.85,$25031,State College,Pennsylvania
155,306,9850 Birch Drive,42.28,-71.16,$34519,Boston,Massachusetts
156,607,55 Third Drive,41.92,-87.81,$20902,Elmwood Park,Illinois
157,1769,177 Mill Boulevard,39.69,-74.25,$21861,Stafford Township,New Jersey
158,698,886 Little Creek Drive,42.62,-73.83,$31927,Town of Bethlehem,New York
159,896,327 Seventh Boulevard,38.04,-84.45,$18278,Lexington,Kentucky
160,1975,8224 Fourth Drive,41.55,-73.03,$19114,Waterbury,Connecticut
161,645,174 Catherine Boulevard,33.91,-118.23,$13075,,California
162,227,496 Hill Lane,44.96,-93.26,$40364,Minneapolis,Minnesota
163,84,23068 Park Street,36.49,-81.5,$12630,,North Carolina
164,1684,27019 Madison Lane,36.34,-83.28,$13668,Bean Station,Tennessee
165,745,293 First Boulevard,34.06,-117.17,$23820,Redlands,California
166,1508,8929 Essex Drive,39.16,-86.52,$19125,Bloomington,Indiana
167,1158,1569 George Boulevard,35.78,-78.11,$16239,Bailey,North Carolina
168,1427,326 Elm Lane,35.19,-80.83,$49477,Charlotte,North Carolina
169,352,32 Valley Drive,34.21,-119.18,$18175,Oxnard,California
170,1948,4132 Norfolk Boulevard,38.95,-76.95,$23166,Hyattsville,Maryland
171,724,819 El Camino Boulevard,35.97,-96.76,$17237,Cushing,Oklahoma
172,543,742 Lake Street,43.37,-124.14,$15069,,Oregon
173,1559,607 George Boulevard,34.05,-84.67,$28862,Acworth,Georgia
174,1199,704 Eighth Avenue,42.93,-75.38,$19161,Village of Waterville,New York
175,1745,8643 Lafayette Boulevard,33.94,-83.99,$24252,Lawrenceville,Georgia
176,1950,63 Plum Street,36.69,-84.47,$10942,,Kentucky
177,1397,5381 12th Boulevard,36.88,-94.87,$17845,Miami,Oklahoma
178,873,65 Fifth Boulevard,28.24,-81.28,$22086,,Florida
179,1728,2614 Eighth Lane,44.35,-89.07,$18937,Waupaca,Wisconsin
180,299,196 Plum Lane,40.84,-73.87,$13845,City of New York,New York
181,1742,444 Maple Avenue,40.05,-86.03,$24638,Noblesville,Indiana
182,1004,868 Maple Drive,37.2,-87.17,$16847,,Kentucky
183,301,6009 River Avenue,34.24,-84.49,$25654,Canton,Georgia
184,1011,2058 Spruce Street,27.75,-82.64,$15724,Saint Petersburg,Florida
185,906,6930 East Lane,40.57,-112.33,$21749,Tooele,Utah
186,110,31204 El Camino Lane,30.26,-97.74,$25594,Austin,Texas
187,1073,967 First Avenue,41.19,-85.7,$17294,Pierceton,Indiana
188,705,136 Hillside Avenue,37.91,-122.01,$42234,Walnut Creek,California
189,820,669 South Street,41.7,-70.3,$26762,Barnstable,Massachusetts
190,1188,66992 Second Street,36.3,-115.24,$31374,,Nevada
191,1128,208 Park Avenue,44.53,-72.0,$16976,Lyndon,Vermont
192,1479,335 Main Street,33.72,-84.42,$13059,Atlanta,Georgia
193,1594,532 12th Drive,27.98,-80.66,$17645,Palm Bay,Florida
194,1485,1350 Lake Drive,33.41,-96.57,$24402,Van Alstyne,Texas
195,1390,691 First Lane,36.17,-86.78,$29868,Nashville,Tennessee
196,644,511 Grant Avenue,34.42,-84.11,$20581,Dawsonville,Georgia
197,1912,3510 Mountain View Street,44.96,-93.26,$22059,Minneapolis,Minnesota
198,1584,9264 Lake Avenue,32.69,-97.01,$22922,Grand Prairie,Texas
199,1803,596 Mountain View Lane,41.66,-70.34,$23129,Barnstable,Massachusetts
200,1824,374 East Lane,40.44,-86.91,$24737,West Lafayette,Indiana
201,340,51 George Avenue,47.3,-122.37,$25363,Federal Way,Washington
202,650,3916 Tenth Boulevard,32.75,-97.33,$11876,Fort Worth,Texas
203,762,813 Fifth Boulevard,40.63,-82.96,$18293,,Ohio
204,1061,8931 Norfolk Drive,33.44,-111.8,$19844,Mesa,Arizona
205,1931,8996 Third Street,42.41,-71.16,$40694,Arlington,Massachusetts
206,702,33 Tenth Street,40.84,-73.4,$34873,Town of Huntington,New York
207,918,5528 Lake Lane,40.32,-80.21,$14320,Cecil Township,Pennsylvania
208,1137,8824 Hillside Avenue,35.32,-82.46,$16410,Hendersonville,North Carolina
209,66,69 Norfolk Avenue,41.23,-80.81,$15361,Warren,Ohio
210,1406,57 Pine Boulevard,36.12,-95.91,$11633,Tulsa,Oklahoma
211,437,9528 Hill Street,39.04,-76.49,$35645,,Maryland
212,806,8251 Park Lane,40.11,-83.13,$38243,Dublin,Ohio
213,891,177 Maple Boulevard,35.44,-94.35,$17093,,
214,1191,299 Oak Boulevard,45.19,-123.24,$18098,,Oregon
215,701,7087 Plum Street,27.75,-82.64,$26476,Saint Petersburg,Florida
216,1147,614 Spruce Avenue,40.6,-74.76,$46827,Readington Township,New Jersey
217,1625,625 Washington Lane,47.67,-122.18,$49629,Kirkland,Washington
218,1664,311 Fifth Drive,42.27,-83.73,$34119,Ann Arbor,Michigan
219,1273,966 Sussex Boulevard,41.88,-87.97,$24223,Villa Park,Illinois
220,1009,9059 Eighth Avenue,36.01,-82.15,$14093,,North Carolina
221,1341,4713 First Boulevard,41.15,-85.48,$19914,Columbia City,Indiana
222,925,4165 Valley Avenue,38.76,-89.97,$28710,Glen Carbon,Illinois
223,824,38 Catherine Boulevard,27.75,-82.64,$18100,Saint Petersburg,Florida
224,563,3485 Federal Avenue,39.87,-75.92,$24725,West Fallowfield Township,Pennsylvania
225,1612,198 Main Boulevard,41.83,-87.68,$20649,Chicago,Illinois
226,1700,891 Fourth Avenue,40.81,-81.93,$18962,Wooster,Ohio
227,963,8094 Catherine Lane,42.63,-71.32,$20458,Lowell,Massachusetts
228,904,41 Plum Boulevard,37.96,-76.51,$12018,,Virginia
229,1586,2974 Grant Avenue,40.66,-73.7,$27778,Village of Valley Stream,New York
230,1286,456 Lincoln Boulevard,42.76,-78.74,$30202,Village of Orchard Park,New York
231,719,1959 Forest Street,42.27,-89.06,$24589,Rockford,Illinois
232,1469,74 Hill Avenue,39.12,-97.7,$16990,Minneapolis,Kansas
233,930,5274 Martin Luther King Lane,32.75,-97.33,$12274,Fort Worth,Texas
234,1814,136 South Street,41.83,-87.68,$16114,Chicago,Illinois
235,1723,560 Summit Street,39.16,-89.48,$17696,,Illinois
236,1377,593 Washington Drive,32.91,-96.62,$14535,Garland,Texas
237,470,281 Martin Luther King Avenue,35.14,-96.49,$14004,Wewoka,Oklahoma
238,1804,1335 Norfolk Drive,41.56,-70.55,$21335,Falmouth,Massachusetts
239,229,47428 First Boulevard,41.8,-91.49,$29059,Solon,Iowa
240,1512,6995 North Drive,39.77,-86.14,$32865,Indianapolis,Indiana
241,1543,5857 12th Avenue,34.14,-118.46,$51976,Los Angeles,California
242,147,4096 Sussex Avenue,32.35,-86.28,$27653,Montgomery,Alabama
243,1941,2867 Federal Drive,33.14,-95.95,$18934,,Texas
244,901,96 11th Street,30.44,-87.18,$17987,Pensacola,Florida
245,191,654 Elm Drive,33.71,-84.53,$19550,Atlanta,Georgia
246,12,345 George Avenue,38.06,-78.9,$18531,Waynesboro,Virginia
247,1828,35 Hillside Drive,41.83,-87.68,$0,Chicago,Illinois
248,29,318 Spruce Boulevard,42.47,-70.96,$18682,Lynn,Massachusetts
249,181,118 12th Avenue,33.86,-84.68,$25025,Powder Springs,Georgia
250,995,1752 Martin Luther King Avenue,35.46,-97.51,$49868,Oklahoma City,Oklahoma
251,1218,982 Plum Boulevard,33.92,-118.2,$13632,Lynwood,California
252,186,49 Bayview Lane,36.1,-115.02,$18897,,Nevada
253,171,5194 Grant Street,34.83,-82.37,$24314,Greenville,South Carolina
254,1401,9713 Fourth Lane,36.81,-119.75,$17985,Fresno,California
255,1314,857 Jefferson Avenue,29.7,-98.11,$19325,New Braunfels,Texas
256,1560,1861 Fourth Boulevard,42.61,-94.14,$18849,Badger,Iowa
257,613,7549 Fourth Lane,41.87,-88.01,$27741,Lombard,Illinois
258,346,495 Ocean View Lane,34.43,-119.68,$25249,Santa Barbara,California
259,812,6946 Park Drive,42.78,-72.48,$20338,Hinsdale,New Hampshire
260,13,4222 Ocean View Drive,37.89,-85.96,$15879,,Kentucky
261,602,46 South Street,36.34,-79.67,$16888,Reidsville,North Carolina
262,657,2780 Martin Luther King Drive,44.45,-95.78,$20697,Marshall,Minnesota
263,909,215 Ocean View Drive,47.11,-122.76,$24044,,Washington
264,183,84 Second Lane,41.83,-87.68,$18937,Chicago,Illinois
265,1792,1987 Hillside Lane,44.02,-72.23,$15062,Corinth,Vermont
266,1599,71 Madison Street,31.84,-106.43,$16011,El Paso,Texas
267,1267,9574 Ocean Drive,47.83,-122.32,$28248,Lynnwood,Washington
268,411,649 Sussex Street,43.97,-75.91,$18401,City of Watertown,New York
269,350,102 Seventh Avenue,39.14,-76.77,$28673,Glen Burnie,Maryland
270,1323,28 Second Boulevard,32.34,-108.7,$15407,Lordsburg,New Mexico
271,934,2017 Ninth Drive,42.38,-76.39,$20159,Town of Caroline,New York
272,421,595 Valley Stream Drive,41.97,-91.66,$22502,Cedar Rapids,Iowa
273,223,3748 Mountain View Drive,38.78,-121.37,$28760,Roseville,California
274,1402,626 Federal Drive,34.72,-92.35,$47364,Little Rock,Arkansas
275,1650,701 Pine Drive,40.71,-74.06,$21642,Jersey City,New Jersey
276,354,9 Plum Boulevard,38.86,-104.76,$22185,Colorado Springs,Colorado
277,314,1039 Bayview Drive,39.0,-77.4,$28410,,Virginia
278,1457,11162 Oak Drive,41.57,-93.61,$22425,Des Moines,Iowa
279,1613,4784 Park Boulevard,44.44,-69.83,$21647,Belgrade,Maine
280,945,751 Birch Avenue,32.79,-117.25,$27748,San Diego,California
281,586,372 12th Boulevard,35.57,-82.54,$22983,Asheville,North Carolina
282,119,60 Little Creek Avenue,36.16,-115.28,$27761,Las Vegas,Nevada
283,1312,5190 Grant Street,37.3,-121.8,$25115,San Jose,California
284,1529,310 Birch Avenue,26.23,-80.13,$37424,Pompano Beach,Florida
285,326,644 Birch Avenue,40.26,-80.18,$30076,Canonsburg,Pennsylvania
286,1596,188 Washington Avenue,34.28,-118.44,$15583,San Fernando,California
287,714,72 Second Street,45.34,-122.66,$35992,,Oregon
288,887,3999 West Lane,42.25,-71.9,$26137,Leicester,Massachusetts
289,1425,95 Sixth Avenue,35.33,-89.88,$19115,Millington,Tennessee
290,1645,58 Federal Lane,41.47,-81.85,$29692,Rocky River,Ohio
291,1863,25 Hill Drive,42.29,-85.22,$21639,Battle Creek,Michigan
292,1576,2947 Lake Lane,42.66,-83.38,$24578,,
293,1268,857 Catherine Avenue,34.2,-86.15,$14516,,
294,1565,33 Mill Street,39.09,-84.51,$18959,,
295,1842,41307 Main Lane,35.11,-106.62,$15385,Albuquerque,New Mexico
296,664,751 Fifth Street,40.86,-76.78,$16519,Sunbury,Pennsylvania
297,485,6889 Summit Lane,35.48,-120.92,$18740,,California
298,244,8100 Hill Avenue,30.58,-84.58,$13144,Quincy,Florida
299,145,645 Hillside Lane,36.18,-82.07,$12427,Roan Mountain,Tennessee
300,866,4591 Third Drive,40.43,-79.97,$30361,Pittsburgh,Pennsylvania
301,1424,887 Third Boulevard,35.13,-112.99,$13086,,Arizona
302,427,33 Pine Lane,36.15,-85.5,$15955,Cookeville,Tennessee
303,684,1246 11th Boulevard,26.14,-80.13,$21661,Fort Lauderdale,Florida
304,1643,233 Oak Drive,45.47,-122.37,$22599,,Oregon
305,1300,4988 Ocean View Lane,31.13,-93.27,$11324,Leesville,Louisiana
306,283,74 Birch Avenue,40.75,-103.06,$15064,,Colorado
307,355,415 Madison Boulevard,35.87,-96.05,$19856,,Oklahoma
308,1669,6308 Maple Avenue,38.66,-121.62,$25234,,California
309,937,430 Sixth Avenue,41.01,-73.84,$46169,Village of Ardsley,New York
310,845,860 Seventh Avenue,30.42,-86.61,$18005,Fort Walton Beach,Florida
311,1518,313 Martin Luther King Boulevard,34.47,-86.8,$18533,Somerville,Alabama
312,1591,2200 Third Drive,48.28,-122.62,$16537,,Washington
313,1172,5154 Sixth Avenue,38.02,-121.3,$14709,Stockton,California
314,1629,53789 Bayview Street,26.14,-80.13,$14430,Fort Lauderdale,Florida
315,675,42 Martin Luther King Drive,39.92,-77.8,$17405,St. Thomas Township,Pennsylvania
316,577,769 Madison Drive,32.07,-110.92,$16238,Tucson,Arizona
317,854,3716 North Boulevard,41.64,-88.44,$29281,Yorkville,Illinois
318,1261,610 Oak Street,45.54,-122.64,$33737,Portland,Oregon
319,1227,727 Eighth Lane,42.37,-83.46,$33031,Plymouth,Michigan
320,840,651 Fourth Avenue,37.74,-122.44,$51692,San Francisco,California
321,733,895 Lexington Lane,31.49,-97.23,$26061,Woodway,Texas
322,454,9192 Birch Lane,46.87,-96.81,$22214,Fargo,North Dakota
323,961,3031 Essex Street,28.2,-82.59,$34909,,Florida
324,768,709 River Lane,40.13,-75.06,$34043,Bryn Athyn,Pennsylvania
325,817,91 Lake Street,30.06,-89.93,$32314,New Orleans,Louisiana
326,78,5320 Mountain View Street,33.95,-118.29,$12362,Los Angeles,California
327,1334,17 Tenth Avenue,43.0,-78.87,$19433,Town of Tonawanda,New York
328,1610,12150 Mill Boulevard,32.32,-90.2,$13717,Jackson,Mississippi
329,108,373 Sussex Drive,31.44,-93.45,$18709,,Louisiana
330,1308,28 Lexington Drive,47.36,-122.1,$28919,Covington,Washington
331,780,41 Rose Lane,42.35,-71.22,$56720,Newton,Massachusetts
332,1340,815 Hillside Drive,29.76,-95.38,$26420,Houston,Texas
333,1888,7854 Plum Avenue,44.65,-93.17,$28429,Farmington,Minnesota
334,247,704 East Drive,30.21,-93.2,$26772,,
335,238,9261 Little Creek Lane,41.41,-82.31,$20400,Vermilion,Ohio
336,915,936 Mill Street,43.08,-76.37,$22047,Town of Camillus,New York
337,1927,35 Sixth Boulevard,41.07,-85.13,$17264,Fort Wayne,Indiana
338,1658,8128 Hillside Avenue,41.84,-87.75,$13891,Cicero,Illinois
339,1208,9541 Ocean View Drive,40.59,-77.57,$16375,Lewistown,Pennsylvania
340,1255,9614 Ocean View Drive,35.37,-85.38,$15209,Dunlap,Tennessee
341,85,8016 Norfolk Drive,34.92,-76.89,$16006,Havelock,North Carolina
342,1382,16 Eighth Lane,32.79,-96.76,$12693,Dallas,Texas
343,1932,15 Valley Stream Drive,32.59,-116.58,$9352,,California
344,1217,584 Bayview Street,33.62,-112.0,$22070,Phoenix,Arizona
345,514,967 Norfolk Avenue,28.08,-80.6,$15840,Melbourne,Florida
346,232,186 First Drive,41.58,-73.8,$33919,Town of East Fishkill,New York
347,445,9864 Fifth Lane,43.88,-85.8,$6201,Yates Township,Michigan
348,1206,862 11th Drive,37.89,-122.03,$42685,,California
349,1276,7236 South Boulevard,41.83,-87.68,$25365,Chicago,Illinois
350,875,5944 Grant Avenue,33.23,-87.54,$20553,Tuscaloosa,Alabama
351,1546,70 Second Drive,43.3,-71.33,$19781,Pittsfield,New Hampshire
352,422,5378 Lafayette Avenue,39.98,-82.98,$15539,Columbus,Ohio
353,519,839 East Avenue,36.14,-115.03,$19377,,Nevada
354,1408,209 George Avenue,33.31,-81.13,$12189,,South Carolina
355,1204,583 El Camino Boulevard,42.09,-70.7,$34059,Marshfield,Massachusetts
356,276,9892 George Drive,27.53,-99.48,$10626,Laredo,Texas
357,1133,781 Federal Street,43.11,-77.8,$22855,,New York
358,1035,3132 Lake Avenue,38.62,-121.32,$24781,,California
359,710,29 12th Avenue,42.12,-89.25,$25698,,Illinois
360,582,415 Lafayette Drive,41.36,-85.23,$19236,Avilla,Indiana
361,821,833 Elm Lane,29.76,-95.38,$12434,Houston,Texas
362,1352,8437 Sixth Street,44.75,-85.6,$20035,Traverse City,Michigan
363,831,547 Norfolk Boulevard,41.29,-91.55,$18302,Ainsworth,Iowa
364,936,255 Bayview Street,35.15,-119.06,$20460,,California
365,578,5934 Essex Boulevard,38.04,-84.45,$14920,Lexington,Kentucky
366,1997,765 Forest Street,44.92,-93.4,$39155,Edina,Minnesota
367,258,572 Mountain View Lane,37.27,-79.95,$14528,Roanoke,Virginia
368,851,42 Fourth Avenue,38.21,-85.23,$19620,Shelbyville,Kentucky
369,1951,328 Birch Street,39.13,-76.69,$31075,Glen Burnie,Maryland
370,1978,76 Birch Drive,32.76,-94.34,$15299,Jefferson,Texas
